filepath,churn,num_commits,sloc,bugs,enhancements,blocker_sev_bugs,major_sev_bugs,minor_sev_bugs,critical_sev_bugs,normal_sev_bugs,trivial_sev_bugs,regressions,vulnerabilities
support/win32/ApacheMonitor.c,1623,19,1436,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_digest.c,664,36,1408,0,0,0,0,0,0,0,0,0,0
server/util_expr_parse.c,2165,9,1398,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_ftp.c,729,42,1395,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_config.c,1353,67,1379,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgid.c,1578,57,1367,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authnz_ldap.c,2400,57,1361,0,0,0,0,0,0,0,0,0,0
server/log.c,1997,67,1354,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_kernel.c,2488,87,1313,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_io.c,1347,50,1255,0,0,0,0,0,0,0,0,0,0
modules/dav/main/util.c,269,10,1225,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_config.c,525,32,1223,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_winnt.c,1432,59,1184,0,0,0,0,0,0,0,0,0,0
server/protocol.c,1777,65,1184,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_init.c,1500,70,1183,0,0,0,0,0,0,0,0,0,0
modules/arch/win32/mod_isapi.c,959,28,1182,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_balancer.c,4564,134,1158,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_proxy_html.c,195,7,1128,0,0,0,0,0,0,0,0,0,0
modules/http/http_filters.c,1871,84,1105,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache_disk.c,322,11,1091,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/prefork.c,1466,85,1053,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_deflate.c,1491,63,1040,0,0,0,0,0,0,0,0,0,0
modules/http/http_protocol.c,214,30,998,0,0,0,0,0,0,0,0,0,0
server/mpm/netware/mpm_netware.c,430,28,987,0,0,0,0,0,0,0,0,0,0
modules/lua/mod_lua.c,2146,35,983,0,0,0,0,0,0,0,0,0,0
modules/arch/netware/mod_nw_ssl.c,342,18,942,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/lock.c,1339,9,940,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_cgi.c,248,25,937,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/child.c,3222,55,874,0,0,0,0,0,0,0,0,0,0
modules/filters/sed0.c,24,2,833,0,0,0,0,0,0,0,0,0,0
modules/dav/main/mod_dav.h,175,12,833,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_vars.c,718,40,827,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_form.c,401,25,822,0,0,0,0,0,0,0,0,0,0
modules/http/mod_mime.c,187,14,804,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_core.c,2932,50,791,0,0,0,0,0,0,0,0,0,0
modules/filters/sed1.c,179,5,791,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_info.c,343,25,785,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/locks.c,45,5,781,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_charset_lite.c,599,26,772,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.c,443,32,765,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_util.c,1561,54,755,0,0,0,0,0,0,0,0,0,0
modules/database/mod_dbd.c,2263,46,737,0,0,0,0,0,0,0,0,0,0
modules/cluster/mod_heartmonitor.c,1272,55,735,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_fcgi.c,399,25,735,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_shmcb.c,832,31,718,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ext_filter.c,311,16,710,0,0,0,0,0,0,0,0,0,0
modules/ldap/util_ldap_cache_mgr.c,264,18,687,0,0,0,0,0,0,0,0,0,0
server/mpm_unix.c,153,17,679,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_headers.c,481,31,675,0,0,0,0,0,0,0,0,0,0
server/vhost.c,460,21,667,0,0,0,0,0,0,0,0,0,0
include/httpd.h,1256,75,648,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_request.c,931,36,630,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_private.h,1219,80,629,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_imagemap.c,325,12,623,0,0,0,0,0,0,0,0,0,0
server/util_script.c,808,39,622,0,0,0,0,0,0,0,0,0,0
modules/dav/main/props.c,27,4,614,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_header.c,594,33,612,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_filter.c,680,33,604,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/service.c,1465,27,604,0,0,0,0,0,0,0,0,0,0
server/core_filters.c,1398,39,603,0,0,0,0,0,0,0,0,0,0
server/main.c,709,63,594,0,0,0,0,0,0,0,0,0,0
acinclude.m4,1114,39,577,0,0,0,0,0,0,0,0,0,0
support/rotatelogs.c,1756,36,545,0,0,0,0,0,0,0,0,0,0
modules/slotmem/mod_slotmem_shm.c,972,40,542,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_ajp.c,1453,62,538,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_stapling.c,268,17,528,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_example_hooks.c,396,11,528,0,0,0,0,0,0,0,0,0,0
os/win32/ap_regkey.c,132,5,521,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_xml2enc.c,85,2,515,0,0,0,0,0,0,0,0,0,0
server/util_filter.c,198,20,513,0,0,0,0,0,0,0,0,0,0
server/listen.c,273,25,508,0,0,0,0,0,0,0,0,0,0
modules/core/mod_watchdog.c,228,13,507,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy.h,1562,121,505,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_pphrase.c,337,20,495,0,0,0,0,0,0,0,0,0,0
support/htpasswd.c,153,17,491,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_reqtimeout.c,799,30,486,0,0,0,0,0,0,0,0,0,0
modules/filters/regexp.c,24,3,485,0,0,0,0,0,0,0,0,0,0
support/htdbm.c,133,12,484,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/dbm.c,56,11,469,0,0,0,0,0,0,0,0,0,0
modules/http/byterange_filter.c,2898,85,463,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/mod_privileges.c,301,8,453,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_scgi.c,95,12,452,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session_crypto.c,1592,30,452,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_dbm.c,527,27,445,0,0,0,0,0,0,0,0,0,0
server/scoreboard.c,437,36,443,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session_dbd.c,156,14,440,0,0,0,0,0,0,0,0,0,0
modules/dav/main/util_lock.c,53,7,437,0,0,0,0,0,0,0,0,0,0
server/mpm_common.c,1933,66,435,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_setenvif.c,483,23,434,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_substitute.c,554,19,432,0,0,0,0,0,0,0,0,0,0
server/util_mutex.c,619,22,431,0,0,0,0,0,0,0,0,0,0
modules/http/http_request.c,449,38,429,0,0,0,0,0,0,0,0,0,0
test/time-sem.c,222,5,425,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session.c,2814,21,424,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_alias.c,318,18,416,0,0,0,0,0,0,0,0,0,0
support/suexec.c,114,10,412,0,0,0,0,0,0,0,0,0,0
modules/arch/win32/mod_win32.c,137,10,412,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/mpmt_os2.c,293,21,410,0,0,0,0,0,0,0,0,0,0
modules/ssl/mod_ssl.c,474,46,407,0,0,0,0,0,0,0,0,0,0
include/http_config.h,777,42,401,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_sed.c,260,10,391,0,0,0,0,0,0,0,0,0,0
build/default.pl,0,0,387,0,0,0,0,0,0,0,0,0,0
os/unix/unixd.c,687,21,371,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util.c,391,22,367,0,0,0,0,0,0,0,0,0,0
modules/ldap/util_ldap_cache.c,140,13,365,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_socache.c,140,17,364,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_connect.c,814,33,357,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_storage.c,874,45,351,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_msg.c,274,17,343,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/mpmt_os2_child.c,72,11,342,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_vhost_alias.c,466,9,342,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_remoteip.c,313,13,342,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_heartbeat.c,344,29,341,0,0,0,0,0,0,0,0,0,0
server/mpm/event/fdqueue.c,109,7,337,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/mod_unixd.c,1041,29,337,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ssl.c,492,22,328,0,0,0,0,0,0,0,0,0,0
include/apache_noprobes.h,644,1,325,0,0,0,0,0,0,0,0,0,0
include/http_core.h,642,51,307,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_usertrack.c,77,13,304,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_expires.c,71,11,302,0,0,0,0,0,0,0,0,0,0
support/win32/wintty.c,75,5,298,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_speling.c,256,11,296,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_access_compat.c,90,14,294,0,0,0,0,0,0,0,0,0,0
server/util_expr_scan.l,114,8,293,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbd.c,244,13,292,0,0,0,0,0,0,0,0,0,0
include/http_log.h,751,29,273,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_dir.c,260,21,266,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/fdqueue.c,80,11,264,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_request.c,417,11,262,0,0,0,0,0,0,0,0,0,0
support/httxt2dbm.c,40,4,258,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_dbd.c,200,17,257,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_core.c,214,16,254,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_file_cache.c,141,11,251,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_config.c,366,13,242,0,0,0,0,0,0,0,0,0,0
modules/slotmem/mod_slotmem_plain.c,200,16,240,0,0,0,0,0,0,0,0,0,0
build/installwinconf.awk,226,22,238,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_memcache.c,261,17,238,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ratelimit.c,37,6,234,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_debug.c,14,4,232,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_vmprep.c,884,21,232,0,0,0,0,0,0,0,0,0,0
test/make_sni.sh,211,6,231,0,0,0,0,0,0,0,0,0,0
modules/core/mod_so.c,16,4,231,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_userdir.c,133,12,224,0,0,0,0,0,0,0,0,0,0
support/htdigest.c,52,8,223,0,0,0,0,0,0,0,0,0,0
modules/test/mod_dialup.c,90,11,221,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbm.c,323,13,220,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ocsp.c,107,13,217,0,0,0,0,0,0,0,0,0,0
modules/http/http_core.c,440,37,216,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_basic.c,89,13,214,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_fdpass.c,197,17,213,0,0,0,0,0,0,0,0,0,0
apache_probes.d,256,3,211,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_ident.c,60,7,210,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_ocsp.c,200,17,208,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_groupfile.c,319,12,208,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_forensic.c,30,8,203,0,0,0,0,0,0,0,0,0,0
support/logresolve.c,774,21,200,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_buffer.c,170,8,199,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_host.c,849,21,199,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_version.c,31,5,193,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_cern_meta.c,54,7,192,0,0,0,0,0,0,0,0,0,0
server/util_time.c,118,4,189,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session_cookie.c,88,12,185,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_unique_id.c,153,13,179,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_util.h,516,16,172,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_example_ipc.c,290,13,172,0,0,0,0,0,0,0,0,0,0
modules/cluster/mod_heartbeat.c,308,21,169,0,0,0,0,0,0,0,0,0,0
buildconf,162,11,167,0,0,0,0,0,0,0,0,0,0
server/util_cookies.c,128,12,167,0,0,0,0,0,0,0,0,0,0
build/binbuild.sh,14,2,167,0,0,0,0,0,0,0,0,0,0
modules/debugging/mod_dumpio.c,326,14,164,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_express.c,53,4,162,0,0,0,0,0,0,0,0,0,0
server/util_expr_parse.y,50,8,161,0,0,0,0,0,0,0,0,0,0
server/util_debug.c,129,7,160,0,0,0,0,0,0,0,0,0,0
modules/dav/main/std_liveprop.c,66,4,160,0,0,0,0,0,0,0,0,0,0
server/util_regex.c,67,3,157,0,0,0,0,0,0,0,0,0,0
modules/echo/mod_echo.c,208,16,157,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_dbm.c,71,11,156,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_file.c,67,10,150,0,0,0,0,0,0,0,0,0,0
include/util_ldap.h,369,35,150,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_data.c,29,3,149,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_reflector.c,13,5,149,0,0,0,0,0,0,0,0,0,0
modules/arch/win32/mod_isapi.h,69,7,145,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_log.c,326,16,144,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_owner.c,342,13,144,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_actions.c,71,11,143,0,0,0,0,0,0,0,0,0,0
support/fcgistarter.c,57,7,142,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_scache.c,407,27,140,0,0,0,0,0,0,0,0,0,0
test/cls.c,206,5,140,0,0,0,0,0,0,0,0,0,0
server/util_pcre.c,288,9,139,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp.h,207,16,138,0,0,0,0,0,0,0,0,0,0
support/config.m4,49,3,136,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_anon.c,35,7,136,0,0,0,0,0,0,0,0,0,0
modules/arch/netware/mod_netware.c,48,11,136,0,0,0,0,0,0,0,0,0,0
modules/http/http_etag.c,55,10,135,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_dc.c,152,15,135,0,0,0,0,0,0,0,0,0,0
include/util_filter.h,241,20,132,0,0,0,0,0,0,0,0,0,0
modules/lua/config.m4,100,12,131,0,0,0,0,0,0,0,0,0,0
modules/debugging/mod_bucketeer.c,14,2,129,0,0,0,0,0,0,0,0,0,0
build/mkconfNW.awk,98,19,128,0,0,0,0,0,0,0,0,0,0
os/bs2000/ebcdic.c,68,4,127,0,0,0,0,0,0,0,0,0,0
modules/filters/libsed.h,24,3,126,0,0,0,0,0,0,0,0,0,0
build/buildinfo.sh,14,2,126,0,0,0,0,0,0,0,0,0,0
modules/filters/config.m4,156,21,125,0,0,0,0,0,0,0,0,0,0
test/test_limits.c,8,2,125,0,0,0,0,0,0,0,0,0,0
include/http_protocol.h,424,25,120,0,0,0,0,0,0,0,0,0,0
include/scoreboard.h,180,25,119,0,0,0,0,0,0,0,0,0,0
build/make_exports.awk,16,3,117,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/nt_eventlog.c,100,10,117,0,0,0,0,0,0,0,0,0,0
modules/cache/config.m4,335,13,117,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_env.c,34,6,114,0,0,0,0,0,0,0,0,0,0
modules/ldap/util_ldap_cache.h,101,9,113,0,0,0,0,0,0,0,0,0,0
server/provider.c,93,4,110,0,0,0,0,0,0,0,0,0,0
include/mpm_common.h,476,50,108,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_case_filter_in.c,4,2,106,0,0,0,0,0,0,0,0,0,0
server/connection.c,108,13,105,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_logio.c,63,7,105,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_bytraffic.c,96,13,104,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_rand.c,28,7,104,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_bybusyness.c,106,14,103,0,0,0,0,0,0,0,0,0,0
os/win32/util_win32.c,148,10,103,0,0,0,0,0,0,0,0,0,0
modules/http/chunk_filter.c,84,13,103,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_byrequests.c,97,14,99,0,0,0,0,0,0,0,0,0,0
ap.d,0,0,97,0,0,0,0,0,0,0,0,0,0
include/ap_expr.h,582,22,97,0,0,0,0,0,0,0,0,0,0
include/http_request.h,342,19,97,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_allowmethods.c,35,4,96,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache.h,701,51,95,0,0,0,0,0,0,0,0,0,0
server/mpm/config.m4,314,20,94,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_utils.c,311,11,94,0,0,0,0,0,0,0,0,0,0
build/rpm/httpd.init,104,7,93,0,0,0,0,0,0,0,0,0,0
modules/lua/mod_lua.h,182,11,93,0,0,0,0,0,0,0,0,0,0
os/netware/modules.c,46,7,91,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_case_filter.c,4,2,91,0,0,0,0,0,0,0,0,0,0
modules/dav/main/liveprop.c,40,5,91,0,0,0,0,0,0,0,0,0,0
include/ap_config.h,223,17,91,0,0,0,0,0,0,0,0,0,0
modules/proxy/examples/mod_lbmethod_rr.c,48,8,90,0,0,0,0,0,0,0,0,0,0
modules/lua/test/test.lua,2,1,89,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_asis.c,119,12,88,0,0,0,0,0,0,0,0,0,0
server/util_xml.c,26,5,88,0,0,0,0,0,0,0,0,0,0
include/util_mutex.h,213,13,87,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_suexec.c,47,9,86,0,0,0,0,0,0,0,0,0,0
server/gen_test_char.c,83,10,86,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/test.lua,0,0,85,0,0,0,0,0,0,0,0,0,0
build/make_nw_export.awk,153,16,83,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_user.c,162,13,82,0,0,0,0,0,0,0,0,0,0
server/mpm/config2.m4,136,6,81,0,0,0,0,0,0,0,0,0,0
server/util_ebcdic.c,41,7,81,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_dh.c,78,6,80,0,0,0,0,0,0,0,0,0,0
server/util_expr_private.h,54,6,79,0,0,0,0,0,0,0,0,0,0
modules/core/mod_watchdog.h,86,9,78,0,0,0,0,0,0,0,0,0,0
support/win32/ApacheMonitor.rc,82,6,77,0,0,0,0,0,0,0,0,0,0
os/netware/util_nw.c,59,7,76,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session.h,134,5,75,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_link.c,57,9,74,0,0,0,0,0,0,0,0,0,0
server/mpm/event/pod.c,4,2,73,0,0,0,0,0,0,0,0,0,0
build/install.sh,14,2,73,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/pod.c,33,6,73,0,0,0,0,0,0,0,0,0,0
os/bs2000/os.c,75,7,72,0,0,0,0,0,0,0,0,0,0
modules/generators/config5.m4,96,7,72,0,0,0,0,0,0,0,0,0,0
modules/filters/regexp.h,22,2,71,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_header.h,58,5,70,0,0,0,0,0,0,0,0,0,0
include/ap_mpm.h,178,19,69,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/mod_dav_fs.c,16,3,68,0,0,0,0,0,0,0,0,0,0
server/util_md5.c,32,4,68,0,0,0,0,0,0,0,0,0,0
include/mod_auth.h,85,13,68,0,0,0,0,0,0,0,0,0,0
server/mpm/event/fdqueue.h,23,5,68,0,0,0,0,0,0,0,0,0,0
support/list_hooks.pl,42,3,67,0,0,0,0,0,0,0,0,0,0
build/build-modules-c.awk,16,4,67,0,0,0,0,0,0,0,0,0,0
os/unix/unixd.h,96,16,67,0,0,0,0,0,0,0,0,0,0
os/win32/os.h,70,13,67,0,0,0,0,0,0,0,0,0,0
build/win32/httpd.rc,11,1,66,0,0,0,0,0,0,0,0,0,0
include/ap_regkey.h,89,5,66,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_mutex.c,107,11,65,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/mod_dav_lock.c,16,3,64,0,0,0,0,0,0,0,0,0,0
include/ap_regex.h,129,8,62,0,0,0,0,0,0,0,0,0,0
build/instdso.sh,58,9,62,0,0,0,0,0,0,0,0,0,0
test/test-writev.c,40,3,60,0,0,0,0,0,0,0,0,0,0
server/eor_bucket.c,70,8,60,0,0,0,0,0,0,0,0,0,0
build/fastgen.sh,14,2,60,0,0,0,0,0,0,0,0,0,0
build/pkg/buildpkg.sh,14,2,60,0,0,0,0,0,0,0,0,0,0
modules/proxy/.indent.pro,0,0,58,0,0,0,0,0,0,0,0,0,0
include/ap_socache.h,162,12,57,0,0,0,0,0,0,0,0,0,0
modules/config5.m4,2,1,57,0,0,0,0,0,0,0,0,0,0
modules/database/mod_dbd.h,119,14,57,0,0,0,0,0,0,0,0,0,0
support/win32/ApacheMonitor.h,23,5,56,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_apr.c,70,9,56,0,0,0,0,0,0,0,0,0,0
os/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/echo/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/aaa/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/filters/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/cache/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/metadata/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
test/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/test/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
server/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
server/util_expr_parse.h,164,6,54,0,0,0,0,0,0,0,0,0,0
include/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
build/rpm/htcacheclean.init,28,3,54,0,0,0,0,0,0,0,0,0,0
modules/mappers/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/experimental/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/generators/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/proxy/fcgi_protocol.h,12,1,54,0,0,0,0,0,0,0,0,0,0
support/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/loggers/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/http/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache_disk.h,11,2,53,0,0,0,0,0,0,0,0,0,0
support/checkgid.c,14,2,52,0,0,0,0,0,0,0,0,0,0
modules/proxy/config.m4,263,29,52,0,0,0,0,0,0,0,0,0,0
build/make_var_export.awk,14,2,51,0,0,0,0,0,0,0,0,0,0
modules/session/config.m4,117,17,51,0,0,0,0,0,0,0,0,0,0
include/util_script.h,187,17,50,0,0,0,0,0,0,0,0,0,0
server/error_bucket.c,14,2,49,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_vmprep.h,189,8,48,0,0,0,0,0,0,0,0,0,0
modules/arch/netware/libprews.c,27,5,48,0,0,0,0,0,0,0,0,0,0
build/mkdep.perl,0,0,47,0,0,0,0,0,0,0,0,0,0
modules/aaa/config.m4,104,22,47,0,0,0,0,0,0,0,0,0,0
include/ap_listen.h,73,10,46,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_winnt.h,102,17,45,0,0,0,0,0,0,0,0,0,0
include/ap_slotmem.h,520,23,45,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/fdqueue.h,29,4,44,0,0,0,0,0,0,0,0,0,0
