filepath,churn,num_commits,sloc,bugs,enhancements,blocker_sev_bugs,major_sev_bugs,minor_sev_bugs,critical_sev_bugs,normal_sev_bugs,trivial_sev_bugs,regressions,vulnerabilities
modules/filters/mod_deflate.c,1504,40,1378,21,0,0,8,0,0,12,0,1,0
server/mpm/motorz/motorz.c,1552,39,1326,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_digest.c,692,18,1315,3,0,0,0,1,0,2,0,0,0
modules/dav/main/util.c,70,11,1250,3,0,0,0,1,0,2,0,0,0
modules/http/http_protocol.c,552,12,1213,4,2,0,1,0,0,1,0,0,0
modules/cache/mod_cache_socache.c,311,17,1203,1,0,0,0,0,0,1,0,0,0
server/mpm/winnt/mpm_winnt.c,256,16,1196,1,0,0,0,0,0,1,0,0,0
modules/http/http_filters.c,1389,46,1188,3,0,0,0,1,2,0,0,0,0
modules/arch/win32/mod_isapi.c,165,11,1183,1,0,0,0,1,0,0,0,0,0
modules/filters/mod_proxy_html.c,424,17,1171,4,0,0,0,0,0,4,0,0,0
modules/http2/h2_mplx.c,4221,73,1157,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache_disk.c,489,18,1134,5,0,0,1,0,0,3,0,1,0
modules/http2/h2_proxy_session.c,1613,20,1121,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_util.c,1107,40,1118,1,0,0,0,0,0,1,0,0,0
server/mpm/prefork/prefork.c,629,31,1117,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authnz_fcgi.c,162,15,1054,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_vars.c,441,28,1037,5,1,0,0,0,0,4,0,0,0
modules/proxy/mod_proxy_hcheck.c,2158,64,996,0,0,0,0,0,0,0,0,0,0
server/mpm/netware/mpm_netware.c,98,11,981,0,0,0,0,0,0,0,0,0,0
modules/test/mod_policy.c,178,9,968,1,1,0,0,0,0,0,0,0,0
server/mpm/winnt/child.c,324,18,959,1,0,0,0,0,0,1,0,0,0
modules/arch/netware/mod_nw_ssl.c,205,10,945,2,0,0,0,1,0,1,0,0,0
modules/dav/fs/lock.c,9,3,939,1,0,0,1,0,0,0,0,0,0
modules/generators/mod_cgi.c,98,15,935,3,0,0,0,1,0,1,0,1,0
server/mpm/winnt/service.c,658,5,931,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_form.c,304,18,920,1,0,0,0,1,0,0,0,0,0
modules/cache/cache_util.c,888,22,872,4,0,0,0,0,0,4,0,0,0
modules/proxy/mod_serf.c,127,8,866,0,0,0,0,0,0,0,0,0,0
server/apreq_util.c,23,2,858,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_core.c,160,13,853,4,1,0,0,0,0,3,0,0,0
modules/generators/mod_info.c,172,7,844,0,0,0,0,0,0,0,0,0,0
modules/dav/main/mod_dav.h,24,4,835,5,0,0,0,1,0,4,0,0,0
server/vhost.c,374,10,834,1,0,0,0,0,0,1,0,0,0
modules/filters/sed0.c,10,2,833,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.c,173,14,806,0,0,0,0,0,0,0,0,0,0
modules/http/mod_mime.c,32,2,804,1,0,0,0,0,0,1,0,0,0
server/listen.c,843,19,802,1,0,0,0,0,0,1,0,0,0
CMakeLists.txt,1464,49,793,2,1,0,0,0,0,1,0,0,0
modules/filters/sed1.c,7,1,792,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_push.c,1569,21,784,0,0,0,0,0,0,0,0,0,0
server/util_filter.c,536,17,783,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/locks.c,9,2,782,0,0,0,0,0,0,0,0,0,0
server/mpm_unix.c,569,16,780,1,0,0,1,0,0,0,0,0,0
modules/filters/mod_charset_lite.c,74,11,780,1,0,0,0,0,0,1,0,0,0
modules/cache/mod_socache_shmcb.c,241,11,759,1,0,0,0,0,0,1,0,0,0
server/apreq_module_cgi.c,14,5,750,1,0,0,0,0,0,1,0,0,0
include/httpd.h,850,88,749,8,2,0,0,0,0,5,1,0,0
modules/cluster/mod_heartmonitor.c,195,13,743,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_headers.c,148,12,739,0,0,0,0,0,0,0,0,0,0
modules/database/mod_dbd.c,84,4,738,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ext_filter.c,67,11,718,2,0,0,1,0,0,1,0,0,0
modules/proxy/mod_proxy_fcgi.c,1144,45,708,6,0,0,1,1,1,3,0,0,0
acinclude.m4,653,29,694,4,1,0,0,0,0,3,0,0,0
modules/ldap/util_ldap_cache_mgr.c,20,3,689,0,0,0,0,0,0,0,0,0,0
server/util_script.c,221,24,673,5,1,0,0,0,1,3,0,0,0
modules/ssl/ssl_private.h,700,68,668,10,5,0,1,0,0,3,1,0,0
modules/ssl/ssl_util_stapling.c,666,22,662,2,0,0,1,0,0,1,0,0,0
modules/proxy/ajp_header.c,320,17,654,2,0,0,0,0,0,2,0,0,0
modules/ssl/ssl_ct_util.c,56,4,649,0,0,0,0,0,0,0,0,0,0
modules/slotmem/mod_slotmem_shm.c,730,44,645,2,0,0,1,0,0,1,0,0,0
modules/proxy/mod_proxy.h,722,93,630,7,2,1,0,0,0,3,0,1,0
modules/mappers/mod_imagemap.c,66,8,624,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_filter.c,61,10,618,2,0,0,0,0,0,1,0,1,0
modules/dav/main/props.c,33,6,614,3,0,0,0,0,0,3,0,0,0
server/main.c,117,10,612,1,0,0,0,1,0,0,0,0,0
modules/core/mod_macro.c,72,5,605,1,0,0,1,0,0,0,0,0,0
support/rotatelogs.c,364,19,600,3,1,0,1,1,0,0,0,0,0
modules/lua/lua_dbd.c,127,12,593,0,0,0,0,0,0,0,0,0,0
support/firehose.c,79,5,583,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_ajp.c,566,25,570,2,0,0,0,0,0,2,0,0,0
modules/http2/h2_h2.c,1349,41,552,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_alias.c,298,8,534,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_example_hooks.c,32,7,532,0,0,0,0,0,0,0,0,0,0
server/core_filters.c,511,22,528,2,0,0,0,0,0,1,0,1,0
modules/core/mod_watchdog.c,115,8,523,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_stream.c,1642,33,521,0,0,0,0,0,0,0,0,0,0
os/win32/ap_regkey.c,0,0,521,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_xml2enc.c,106,7,514,1,0,0,0,0,0,1,0,0,0
server/scoreboard.c,226,15,510,3,0,0,0,0,0,3,0,0,0
modules/http/http_request.c,532,25,497,3,0,0,0,1,0,2,0,0,0
modules/filters/mod_substitute.c,210,18,496,1,0,0,1,0,0,0,0,0,0
modules/proxy/mod_proxy_scgi.c,159,10,493,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_reqtimeout.c,286,19,492,4,0,0,1,0,0,1,0,2,0
server/apreq_parser_multipart.c,0,0,492,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_config.c,803,38,490,0,0,0,0,0,0,0,0,0,0
modules/http2/mod_proxy_http2.c,1454,21,487,1,0,0,0,0,0,1,0,0,0
modules/filters/regexp.c,2,1,485,0,0,0,0,0,0,0,0,0,0
server/mpm_common.c,331,21,485,1,1,0,0,0,0,0,0,0,0
modules/debugging/mod_firehose.c,663,14,484,0,0,0,0,0,0,0,0,0,0
modules/ssl/mod_ssl.c,428,43,483,8,4,0,0,0,0,4,0,0,0
modules/dav/fs/dbm.c,20,3,478,2,0,0,0,0,0,2,0,0,0
modules/session/mod_session_crypto.c,214,11,474,0,0,0,0,0,0,0,0,0,0
support/suexec.c,103,7,465,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session.c,184,12,462,5,2,0,1,0,0,2,0,0,0
modules/cache/mod_socache_dbm.c,98,7,453,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/mod_privileges.c,78,3,453,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_wstunnel.c,1346,47,452,2,0,0,2,0,0,0,0,0,0
modules/cache/cache_storage.c,498,15,452,2,0,0,1,0,0,1,0,0,0
modules/dav/main/util_lock.c,16,2,442,1,0,0,0,0,0,1,0,0,0
modules/session/mod_session_dbd.c,226,12,441,3,1,0,1,0,0,1,0,0,0
modules/http/byterange_filter.c,80,7,439,1,0,0,1,0,0,0,0,0,0
modules/metadata/mod_setenvif.c,27,8,434,2,0,0,0,0,0,2,0,0,0
server/util_mutex.c,19,4,432,0,0,0,0,0,0,0,0,0,0
test/time-sem.c,0,0,425,0,0,0,0,0,0,0,0,0,0
include/http_config.h,120,14,420,1,0,0,0,0,0,1,0,0,0
modules/arch/win32/mod_win32.c,10,2,412,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_from_h1.c,204,21,410,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/mpmt_os2.c,82,6,408,0,0,0,0,0,0,0,0,0,0
server/apreq_cookie.c,2,1,401,0,0,0,0,0,0,0,0,0,0
support/htdbm.c,445,8,397,3,0,0,0,0,0,2,0,1,0
modules/lua/lua_vmprep.c,794,35,390,1,0,0,1,0,0,0,0,0,0
build/default.pl,0,0,387,0,0,0,0,0,0,0,0,0,0
modules/apreq/filter.c,36,3,381,1,0,0,0,0,0,1,0,0,0
modules/filters/mod_sed.c,80,7,377,0,0,0,0,0,0,0,0,0,0
include/http_core.h,416,44,377,5,1,0,0,0,0,4,0,0,0
modules/ssl/ssl_engine_pphrase.c,1009,15,376,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_basic.c,300,16,375,1,1,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_socache.c,117,9,375,0,0,0,0,0,0,0,0,0,0
support/htpasswd.c,602,10,373,4,0,0,0,0,0,4,0,0,0
os/unix/unixd.c,41,6,371,1,0,0,0,0,0,1,0,0,0
modules/http2/h2_io.c,843,41,367,0,0,0,0,0,0,0,0,0,0
modules/ldap/util_ldap_cache.c,10,2,365,1,0,0,0,0,0,1,0,0,0
include/http_log.h,259,13,350,1,0,0,0,0,0,1,0,0,0
modules/metadata/mod_remoteip.c,321,18,348,3,1,0,0,0,0,2,0,0,0
modules/proxy/ajp_msg.c,27,7,346,1,0,0,0,0,0,1,0,0,0
modules/ssl/ssl_ct_log_config.c,60,5,345,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_heartbeat.c,81,10,343,0,0,0,0,0,0,0,0,0,0
server/mpm/event/fdqueue.c,159,14,343,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_vhost_alias.c,4,2,342,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/mpmt_os2_child.c,22,1,342,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_request.c,879,28,331,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbd.c,123,9,328,2,0,0,1,0,0,1,0,0,0
include/apache_noprobes.h,0,0,325,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_workers.c,586,23,320,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_connect.c,338,12,318,3,0,0,0,0,0,1,0,2,0
modules/apreq/handle.c,3,2,316,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ssl.c,698,32,305,5,3,0,0,0,0,2,0,0,0
modules/metadata/mod_usertrack.c,12,4,303,0,0,0,0,0,0,0,0,0,0
server/util_expr_scan.l,28,3,303,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_expires.c,15,4,303,1,0,0,0,0,0,1,0,0,0
modules/ssl/ssl_util.c,286,12,302,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_speling.c,60,5,300,1,0,0,0,0,1,0,0,0,0
support/win32/wintty.c,0,0,298,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/mod_unixd.c,102,5,297,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_dir.c,82,12,295,5,0,0,0,1,0,3,0,1,0
support/passwd_common.c,182,10,295,3,0,0,0,0,0,3,0,0,0
modules/aaa/mod_authn_core.c,81,6,293,1,0,0,1,0,0,0,0,0,0
modules/aaa/mod_access_compat.c,27,7,291,1,0,0,0,0,0,1,0,0,0
modules/http2/h2_conn_io.c,1049,34,287,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_host.c,164,10,286,1,0,0,0,0,0,1,0,0,0
modules/http2/h2_ngn_shed.c,313,6,284,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_memcache.c,125,8,276,1,0,0,0,0,0,1,0,0,0
server/apreq_parser.c,7,2,268,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_dbd.c,58,5,264,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_request.c,15,3,263,0,0,0,0,0,0,0,0,0,0
modules/slotmem/mod_slotmem_plain.c,46,4,263,0,0,0,0,0,0,0,0,0,0
server/apreq_parser_header.c,1,1,260,0,0,0,0,0,0,0,0,0,0
support/httxt2dbm.c,33,3,257,1,0,0,0,0,0,0,1,0,0
build/installwinconf.awk,373,29,256,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/fdqueue.c,45,2,255,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_file_cache.c,44,4,251,0,0,0,0,0,0,0,0,0,0
modules/http2/mod_http2.c,351,18,249,1,0,0,0,0,0,1,0,0,0
server/mpm/simple/simple_run.c,26,3,247,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_filter.c,399,14,247,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ocsp.c,102,6,246,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbm.c,72,6,245,0,0,0,0,0,0,0,0,0,0
README.cmake,292,22,245,0,0,0,0,0,0,0,0,0,0
modules/core/mod_so.c,91,3,241,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_conn.c,1528,64,240,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_ct_sct.c,69,8,238,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task.c,1006,42,236,1,0,0,0,0,0,1,0,0,0
modules/loggers/mod_log_debug.c,28,5,234,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ratelimit.c,37,6,234,2,0,0,0,0,0,2,0,0,0
test/make_sni.sh,2,1,231,0,0,0,0,0,0,0,0,0,0
modules/test/mod_dialup.c,30,5,230,1,1,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_groupfile.c,94,9,228,2,0,0,0,0,0,1,1,0,0
server/apreq_module_custom.c,0,0,225,0,0,0,0,0,0,0,0,0,0
server/util_fcgi.c,6,2,225,0,0,0,0,0,0,0,0,0,0
support/ctlogconfig,9,1,225,0,0,0,0,0,0,0,0,0,0
modules/http/http_core.c,91,8,225,1,0,0,0,0,0,1,0,0,0
modules/mappers/mod_userdir.c,0,0,224,0,0,0,0,0,0,0,0,0,0
support/htdigest.c,18,3,221,1,0,0,0,0,0,1,0,0,0
modules/lua/lua_config.c,88,8,219,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_api.c,18,3,211,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_ocsp.c,81,11,211,1,1,0,0,0,0,0,0,0,0
apache_probes.d,0,0,211,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_buffer.c,59,2,210,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_ident.c,30,5,210,0,0,0,0,0,0,0,0,0,0
server/apreq_parser_urlencoded.c,0,0,207,0,0,0,0,0,0,0,0,0,0
server/apreq_param.c,0,0,204,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_io.c,168,8,203,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_forensic.c,26,5,201,2,1,0,1,0,0,0,0,0,0
support/logresolve.c,8,1,200,0,0,0,0,0,0,0,0,0,0
server/util_time.c,23,2,196,0,0,0,0,0,0,0,0,0,0
server/util_pcre.c,100,10,195,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_version.c,0,0,193,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_cern_meta.c,24,6,192,0,0,0,0,0,0,0,0,0,0
modules/http2/config2.m4,18,4,191,0,0,0,0,0,0,0,0,0,0
modules/lua/config.m4,248,10,190,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session_cookie.c,12,4,184,1,1,0,0,0,0,0,0,0,0
modules/loggers/mod_logio.c,209,10,179,2,1,0,0,0,0,1,0,0,0
modules/examples/mod_example_ipc.c,57,6,178,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_util.h,43,7,178,1,0,0,0,0,0,1,0,0,0
server/util_debug.c,17,1,174,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task_input.c,210,18,174,1,0,0,0,0,0,1,0,0,0
modules/proxy/mod_proxy_fdpass.c,109,8,172,0,0,0,0,0,0,0,0,0,0
modules/experimental/mod_noloris.c,16,4,170,0,0,0,0,0,0,0,0,0,0
modules/cluster/mod_heartbeat.c,6,1,169,0,0,0,0,0,0,0,0,0,0
modules/debugging/mod_dumpio.c,165,5,167,2,0,0,0,1,1,0,0,0,0
server/util_cookies.c,12,2,167,0,0,0,0,0,0,0,0,0,0
build/binbuild.sh,0,0,167,0,0,0,0,0,0,0,0,0,0
buildconf,55,7,162,0,0,0,0,0,0,0,0,0,0
server/util_expr_parse.y,103,3,162,0,0,0,0,0,0,0,0,0,0
modules/dav/main/std_liveprop.c,22,3,160,0,0,0,0,0,0,0,0,0,0
include/http_protocol.h,326,21,159,1,0,0,1,0,0,0,0,0,0
modules/proxy/mod_proxy_express.c,65,6,157,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_log.c,46,6,156,0,0,0,0,0,0,0,0,0,0
include/util_ldap.h,13,6,156,1,0,0,0,0,0,1,0,0,0
server/util_regex.c,10,3,156,0,0,0,0,0,0,0,0,0,0
modules/echo/mod_echo.c,27,6,156,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_response.c,571,15,155,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_journald.c,83,2,153,0,0,0,0,0,0,0,0,0,0
include/util_filter.h,167,9,153,0,0,0,0,0,0,0,0,0,0
include/apreq_module.h,0,0,151,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_data.c,3,1,150,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_scache.c,64,7,148,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_dbm.c,21,3,147,0,0,0,0,0,0,0,0,0,0
support/fcgistarter.c,5,1,146,0,0,0,0,0,0,0,0,0,0
support/config.m4,11,1,146,0,0,0,0,0,0,0,0,0,0
modules/arch/win32/mod_isapi.h,2,1,145,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_owner.c,26,3,144,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_dc.c,34,3,143,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_reflector.c,14,2,143,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_syslog.c,30,4,143,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_actions.c,2,1,143,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_passwd.c,4,2,142,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_file.c,27,3,141,1,0,0,0,0,0,1,0,0,0
test/cls.c,0,0,140,0,0,0,0,0,0,0,0,0,0
build/mkconfNW.awk,25,8,140,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp.h,9,4,138,0,0,0,0,0,0,0,0,0,0
modules/arch/netware/mod_netware.c,10,3,138,0,0,0,0,0,0,0,0,0,0
server/provider.c,38,3,138,1,1,0,0,0,0,0,0,0,0
include/mpm_common.h,410,22,138,1,1,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_anon.c,6,2,136,0,0,0,0,0,0,0,0,0,0
build/aix/mkinstallp.ksh,2,1,135,0,0,0,0,0,0,0,0,0,0
modules/http/http_etag.c,0,0,135,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_int_queue.c,5,1,134,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_mplx.h,415,40,133,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_unique_id.c,169,3,132,0,0,0,0,0,0,0,0,0,0
modules/filters/config.m4,51,6,132,1,0,0,0,0,0,1,0,0,0
modules/http2/h2_task_output.c,481,22,131,1,0,0,0,0,0,1,0,0,0
modules/debugging/mod_bucketeer.c,22,3,131,0,0,0,0,0,0,0,0,0,0
os/bs2000/ebcdic.c,0,0,127,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task_queue.c,337,5,126,0,0,0,0,0,0,0,0,0,0
build/buildinfo.sh,0,0,126,0,0,0,0,0,0,0,0,0,0
test/test_limits.c,4,1,125,1,0,0,0,1,0,0,0,0,0
include/scoreboard.h,79,12,125,1,0,0,0,0,0,1,0,0,0
modules/http2/h2_switch.c,120,27,125,0,0,0,0,0,0,0,0,0,0
modules/filters/libsed.h,3,1,123,0,0,0,0,0,0,0,0,0,0
modules/cache/config.m4,19,6,120,1,0,0,0,0,0,1,0,0,0
server/connection.c,82,9,120,1,0,0,0,0,0,1,0,0,0
include/ap_config.h,88,6,119,0,0,0,0,0,0,0,0,0,0
server/mpm/motorz/motorz.h,63,7,117,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/nt_eventlog.c,0,0,117,0,0,0,0,0,0,0,0,0,0
build/make_exports.awk,4,1,117,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_allowhandlers.c,0,0,115,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_rand.c,14,3,115,0,0,0,0,0,0,0,0,0,0
include/apreq_util.h,2,1,115,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_io_set.c,120,7,114,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_env.c,4,2,114,0,0,0,0,0,0,0,0,0,0
modules/ldap/util_ldap_cache.h,0,0,113,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_children.c,2,1,108,0,0,0,0,0,0,0,0,0,0
modules/lua/mod_lua.h,86,21,107,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_case_filter_in.c,18,2,107,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_bytraffic.c,29,4,106,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_user.c,41,4,106,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_bybusyness.c,34,4,105,0,0,0,0,0,0,0,0,0,0
modules/http2/h2.h,18,3,104,0,0,0,0,0,0,0,0,0,0
include/http_request.h,66,9,103,0,0,0,0,0,0,0,0,0,0
modules/http/chunk_filter.c,6,1,103,1,0,0,0,0,1,0,0,0,0
modules/arch/unix/mod_systemd.c,60,3,103,0,0,0,0,0,0,0,0,0,0
os/win32/util_win32.c,0,0,103,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_byrequests.c,28,4,101,0,0,0,0,0,0,0,0,0,0
server/mpm/config.m4,15,2,101,1,0,0,0,0,0,1,0,0,0
modules/aaa/mod_allowmethods.c,149,3,100,0,0,0,0,0,0,0,0,0,0
include/ap_expr.h,20,4,100,0,0,0,0,0,0,0,0,0,0
support/ctauditscts,0,0,99,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_session.h,439,43,98,0,0,0,0,0,0,0,0,0,0
ap.d,0,0,97,0,0,0,0,0,0,0,0,0,0
build/make_nw_export.awk,39,8,97,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_worker.c,578,23,96,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache.h,3,2,95,1,0,0,0,0,0,1,0,0,0
include/util_fcgi.h,0,0,95,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_utils.c,42,3,94,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_util.h,256,18,94,1,0,0,0,0,0,1,0,0,0
build/rpm/httpd.init,4,1,93,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_alt_svc.c,50,9,92,0,0,0,0,0,0,0,0,0,0
modules/proxy/examples/mod_lbmethod_rr.c,17,2,92,0,0,0,0,0,0,0,0,0,0
os/netware/modules.c,0,0,91,0,0,0,0,0,0,0,0,0,0
